V1,V2,V3,V4,V5,V6,V7
4.88259,0.63114,0.75734,0,0,0.00029,0.01216
4.67786,0.53606,0.77929,0,0,-0.00928,-0.05586
3.71122,0.49315,0.87154,0,0,0.00112,-0.01817
3.29019,0.50356,0.89803,0,0,0.00183,-0.01542
5.3619,0.67923,0.70616,0,0,0.00986,-0.02386
1.66717,0.74834,0.92438,0,0,0.00257,0.01646
4.35404,0.5765,0.81476,0,0,0.00159,0.02255
5.45041,0.76163,0.70204,0,0,0.05962,0.04962
4.0998,0.52818,0.83838,0,0,-0.00082,-0.00498
5.2899,0.74174,0.71337,0,0,0.00627,0.05146
4.75848,0.68998,0.76735,0,0,-0.03522,0.08438
5.01842,0.64478,0.74456,0,0,0.02137,0.00814
4.06537,0.52832,0.84063,0,0,-0.00981,-0.0027
4.28179,0.54477,0.82137,0,0,-0.00287,-0.00293
5.43483,0.75127,0.69382,0,0,-0.0313,0.02486
3.59488,0.50703,0.88047,0,0,0.01219,-0.00221
4.99573,0.64041,0.74008,0,0,-0.04156,-0.0037
4.49967,0.55942,0.80252,0,0,0.02638,-0.00658
5.01689,0.6604,0.73812,0,0,-0.03854,0.01395
4.9555,0.6149,0.74832,0,0,-0.00804,-0.01652
4.73644,0.58749,0.77136,0,0,-0.02144,-0.01394
5.02542,0.67312,0.73619,0,0,-0.04757,0.02368
2.83388,0.66376,0.91684,0,0,-0.00364,-0.01765
5.00969,0.59089,0.74081,0,0,-0.02126,-0.05146
4.75809,0.60782,0.77262,0,0,0.01168,0.00774
4.80809,0.5897,0.76619,0,0,0.00426,-0.01797
4.39293,0.55698,0.8113,0,0,0.00581,-2e-04
4.82512,0.64766,0.76529,0,0,0.01339,0.03836
3.0565,0.56938,0.9091,0,0,-0.01294,0.00615
4.64557,0.61102,0.78152,0,0,-0.02127,0.02118
3.51384,0.51294,0.88465,0,0,-0.00492,0.00405
4.97127,0.58383,0.74362,0,0,-0.0341,-0.05433
4.70299,0.58427,0.77833,0,0,0.00732,-0.00879
4.70032,0.58789,0.77992,0,0,0.01876,-0.00329
5.12418,0.63043,0.7325,0,0,0.01719,-0.02468
1.47034,0.72513,0.92514,0,0,0.01707,-0.0139
4.41213,0.57837,0.8089,0,0,0.00132,0.01854
5.44301,0.73792,0.69171,0,0,-0.04264,0.0084
4.34151,0.57421,0.8116,0,0,-0.04264,0.01732
3.95231,0.50368,0.85117,0,0,-4e-04,-0.01873
5.03179,0.69361,0.73891,0,0,-0.01624,0.04873
4.55938,0.61033,0.79574,0,0,0.02158,0.03714
4.28658,0.5364,0.8205,0,0,-0.00683,-0.01256
4.80957,0.56392,0.76696,0,0,0.01244,-0.04238
4.73945,0.57023,0.77875,0,0,0.04756,-0.02233
5.42327,0.6986,0.69786,0,0,-0.006,-0.02144
3.77839,0.52449,0.86567,0,0,-0.0089,0.01028
4.98299,0.56036,0.74949,0,0,0.03006,-0.06897
4.47516,0.5703,0.80316,0,0,0.00808,0.00506
3.02478,0.58483,0.91124,0,0,-0.00845,-0.00333
3.49661,0.50735,0.8859,0,0,-0.00218,-0.00212
5.32786,0.77062,0.7053,0,0,-0.03185,0.06548
4.25449,0.54335,0.82555,0,0,0.0136,-0.00079
4.16453,0.49952,0.83364,0,0,0.0112,-0.03771
3.86811,0.53019,0.86017,0,0,0.01959,0.01361
5.45521,0.82412,0.69836,0,0,0.03031,0.10505
4.30285,0.53892,0.81463,0,0,-0.05093,-0.01515
5.18334,0.76165,0.72156,0,0,-0.02354,0.08691
3.90174,0.50174,0.85489,0,0,-0.00659,-0.01794
4.75715,0.59555,0.77371,0,0,0.02045,-0.003
5.43274,0.61966,0.69893,0,0,0.01292,-0.09835
4.39153,0.53607,0.81137,0,0,0.00513,-0.02104
5.37833,0.69403,0.69981,0,0,-0.0334,-0.02233
5.46151,0.69505,0.693,0,0,-0.01173,-0.03325
4.88168,0.62231,0.7587,0,0,0.01111,0.00534
4.90421,0.5886,0.75401,0,0,-0.00749,-0.03569
5.48819,0.6892,0.69446,0,0,0.02746,-0.03562
3.26508,0.50393,0.89943,0,0,0.00407,-0.01798
4.69356,0.62656,0.7782,0,0,-0.00329,0.03333
1.73308,0.72164,0.92414,0,0,0.00519,-0.00963
5.49586,0.74122,0.69476,0,0,0.03795,0.01682
5.41884,0.62384,0.69492,0,0,-0.03753,-0.10036
5.07292,0.637,0.73608,0,0,-0.00105,-0.01271
3.45077,0.49239,0.88782,0,0,-0.017,-0.01764
4.28764,0.56888,0.8219,0,0,0.00849,0.02169
4.72935,0.64472,0.77584,0,0,0.01152,0.04893
4.70485,0.63269,0.77547,0,0,-0.01625,0.03651
4.96412,0.58529,0.74984,0,0,0.01425,-0.04341
3.73441,0.53089,0.86932,0,0,-0.00582,0.01922
5.05831,0.63496,0.73987,0,0,0.01913,-0.00945
4.16643,0.51342,0.8322,0,0,-0.00281,-0.02451
4.90761,0.67574,0.75454,0,0,0.00074,0.05234
5.47915,0.685,0.69445,0,0,0.01834,-0.03984
5.43499,0.69738,0.69743,0,0,0.002,-0.02347
3.86724,0.50913,0.85836,0,0,-0.00112,-0.00858
4.41029,0.5739,0.8051,0,0,-0.03807,0.01039
3.89705,0.51533,0.8543,0,0,-0.01802,-0.00508
4.14411,0.54873,0.83655,0,0,0.02238,0.01442
4.46583,0.58246,0.80046,0,0,-0.02732,0.01406
3.1174,0.53006,0.90694,0,0,0.00662,-0.01749
4.37357,0.55048,0.81092,0,0,-0.01723,-0.00709
3.91396,0.51677,0.85404,0,0,-0.00406,-0.00398
4.87462,0.66872,0.7616,0,0,0.03001,0.05512
5.08859,0.59373,0.72783,0,0,-0.06051,-0.07026
5.22398,0.70763,0.72048,0,0,0.00705,0.03042
3.46987,0.51993,0.88732,0,0,-0.00587,0.01001
5.17109,0.75313,0.72483,0,0,-0.00624,0.08464
5.37944,0.72665,0.69854,0,0,-0.04397,0.0079
5.28197,0.68806,0.72259,0,0,0.08383,0.01557
5.13202,0.64682,0.72747,0,0,-0.02045,-0.01761
5.25287,0.61965,0.71838,0,0,0.01599,-0.06047
-0.08336,0.64106,0.93065,0,0.60945,-0.00805,0.00518
4.21924,0.5471,0.82551,0,0,-0.02212,0.00293
3.01583,0.60148,0.91183,0,0,-0.00824,0.00466
4.74867,0.58072,0.77467,0,0,0.02046,-0.01647
2.9384,0.65126,0.91532,0,0,0.00169,-0.00799
4.81151,0.64133,0.76594,0,0,0.00547,0.03322
4.24137,0.52862,0.82591,0,0,0.00435,-0.01529
3.68523,0.49334,0.87371,0,0,0.0052,-0.01708
4.92942,0.62309,0.75245,0,0,0.00339,-0.00244
0.00253,0.59831,0.93103,0,0.60485,-0.00569,0.00404
4.3358,0.52773,0.81657,0,0,0.00171,-0.02456
4.39123,0.54962,0.81002,0,0,-0.0085,-0.00886
4.49143,0.56394,0.80402,0,0,0.03255,-0.00035
4.07775,0.53563,0.83921,0,0,-0.0138,0.00361
4.63946,0.54486,0.78504,0,0,0.00388,-0.04056
3.45117,0.51631,0.88884,0,0,0.00041,0.00559
5.39837,0.64939,0.70453,0,0,0.03148,-0.05759
4.08156,0.53631,0.83807,0,0,-0.02239,0.00273
3.12097,0.52984,0.90707,0,0,0.01257,-0.01782
5.07737,0.6308,0.7305,0,0,-0.04704,-0.02879
5.35498,0.7779,0.70384,0,0,-0.01857,0.06928
2.86379,0.68775,0.91658,0,0,0.0052,0.00983
5.0474,0.64113,0.73667,0,0,-0.02144,-0.00717
4.3521,0.54043,0.81711,0,0,0.02373,-0.01153
4.89741,0.59063,0.75306,0,0,-0.02291,-0.03484
5.04777,0.67852,0.7393,0,0,0.00333,0.03383
-1.20049,0.82459,0.93237,0,0.61566,-0.00175,0.00086
4.63426,0.54796,0.78638,0,0,0.0109,-0.03592
3.03673,0.57581,0.91059,0,0,-0.00584,-0.00374
3.54404,0.51253,0.88329,0,0,0.00442,0.0035
5.4704,0.76081,0.69447,0,0,0.00972,0.036
5.01631,0.64985,0.74004,0,0,-0.02127,0.00566
4.16566,0.5268,0.83102,0,0,-0.01658,-0.01258
5.2993,0.6858,0.7104,0,0,-0.0124,-0.00919
4.4188,0.56647,0.80469,0,0,-0.0336,0.00266
3.85805,0.52109,0.85877,0,0,-0.00572,0.00359
5.3246,0.73058,0.71183,0,0,0.02618,0.03813
4.0911,0.55916,0.83902,0,0,-0.00253,0.02687
4.78739,0.61312,0.76728,0,0,-0.00693,0.0074
4.85488,0.57844,0.76657,0,0,0.05438,-0.02854
4.87159,0.5709,0.76106,0,0,0.02197,-0.04323
4.33679,0.59731,0.81815,0,0,0.01938,0.04599
0.66737,0.76596,0.92711,0,0,-0.00342,-0.00607
5.10662,0.56344,0.73689,0,0,0.0398,-0.08446
5.26167,0.77562,0.71221,0,0,-0.03309,0.0837
4.21868,0.52142,0.826,0,0,-0.01741,-0.02243
5.01859,0.62704,0.7476,0,0,0.049,-0.00552
3.43504,0.50595,0.88899,0,0,-0.01328,-0.0049
5.11273,0.64409,0.73372,0,0,0.01698,-0.00958
4.68872,0.57304,0.77639,0,0,-0.02422,-0.02216
3.69152,0.50988,0.87412,0,0,0.01688,-8e-05
1.96775,0.72632,0.92301,0,0,-0.00963,0.00188
4.86832,0.6131,0.7585,0,0,-0.00402,-0.00418
5.38736,0.68218,0.69907,0,0,-0.03118,-0.03558
5.23099,0.7615,0.71377,0,0,-0.04879,0.07219
4.93225,0.61178,0.75313,0,0,0.01256,-0.01368
4.08815,0.51469,0.84279,0,0,0.03803,-0.01463
3.10366,0.57287,0.90777,0,0,0.00883,0.02078
3.61218,0.54204,0.87716,0,0,-0.0195,0.03325
4.71272,0.61175,0.77297,0,0,-0.0305,0.01216
3.71201,0.51908,0.87102,0,0,-0.00511,0.00757
5.21887,0.61863,0.72149,0,0,0.01135,-0.05627
2.48716,0.71113,0.91997,0,0,-0.00192,0.00199
4.44019,0.53573,0.80501,0,0,-0.00906,-0.02785
4.91284,0.65387,0.75341,0,0,-0.00429,0.02855
4.96718,0.60616,0.7449,0,0,-0.0269,-0.0297
5.13625,0.64579,0.72898,0,0,-0.00217,-0.01679
5.44008,0.66495,0.69318,0,0,-0.03147,-0.06314
4.81052,0.59462,0.7631,0,0,-0.02057,-0.0174
5.4096,0.69361,0.69825,0,0,-0.01631,-0.02568
5.01792,0.6692,0.74196,0,0,-0.0025,0.02821
3.78663,0.52029,0.86555,0,0,-0.0021,0.00602
5.39577,0.68257,0.70455,0,0,0.0291,-0.02436
2.21599,0.73667,0.92168,0,0,-0.00938,0.01814
2.69671,0.69145,0.91818,0,0,-0.0125,-0.0049
5.30608,0.7085,0.71422,0,0,0.03052,0.02026
4.42883,0.54438,0.80624,0,0,-0.0084,-0.01828
3.54276,0.52568,0.88335,0,0,0.004,0.01665
3.52832,0.51506,0.88155,0,0,-0.03777,0.00589
5.46723,0.71632,0.693,0,0,-0.00601,-0.01198
4.53773,0.5625,0.79652,0,0,0.00728,-0.01013
4.53626,0.55753,0.79345,0,0,-0.02211,-0.01845
4.22767,0.54763,0.82755,0,0,0.00852,0.00493
5.35952,0.66733,0.70408,0,0,-0.01177,-0.04072
5.23006,0.70522,0.71695,0,0,-0.02042,0.0223
4.65671,0.54624,0.78681,0,0,0.03729,-0.03713
3.85739,0.50677,0.86079,0,0,0.01517,-0.00906
4.7109,0.5797,0.77465,0,0,-0.01749,-0.01752
5.38372,0.71545,0.70461,0,0,0.01764,0.00867
3.14141,0.51842,0.90485,0,0,-0.01202,-0.01841
4.61697,0.60253,0.78729,0,0,0.00205,0.01959
4.95493,0.58251,0.75105,0,0,0.01589,-0.04479
3.62012,0.49625,0.87758,0,0,-0.00547,-0.01267
3.78149,0.51527,0.86491,0,0,-0.01487,0.00066
3.37387,0.47968,0.89318,0,0,-0.00298,-0.03357
3.85247,0.52464,0.86037,0,0,0.00592,0.00829
4.51811,0.57293,0.79751,0,0,-0.00292,0.00102
5.18501,0.6452,0.72303,0,0,-0.00908,-0.02622
4.97641,0.66907,0.75013,0,0,0.02903,0.04087
2.64773,0.69677,0.91863,0,0,-0.01103,-0.00428
3.41462,0.54865,0.89189,0,0,0.01502,0.03634
4.17828,0.5445,0.83323,0,0,0.0204,0.00709
4.83537,0.61495,0.76073,0,0,-0.01724,5e-04
4.55159,0.5833,0.79646,0,0,0.02061,0.01063
5.41991,0.69797,0.69987,0,0,0.00867,-0.01829
4.18009,0.56121,0.83143,0,0,0.00246,0.02234
5.38332,0.6822,0.70594,0,0,0.02927,-0.0214
4.15095,0.52563,0.83497,0,0,0.01213,-0.00988
4.42412,0.55321,0.80437,0,0,-0.03135,-0.01083
4.84953,0.59258,0.75875,0,0,-0.02061,-0.02431
4.48173,0.57628,0.80071,0,0,-0.00901,0.00816
5.27918,0.63144,0.71627,0,0,0.02269,-0.05313
4.5396,0.59938,0.79771,0,0,0.0205,0.02762
4.07649,0.51596,0.83784,0,0,-0.03012,-0.01778
3.42625,0.50273,0.88859,0,0,-0.02872,-0.00777
5.30964,0.73811,0.71024,0,0,-0.00344,0.04274
4.78112,0.58888,0.77019,0,0,0.01258,-0.01378
-0.08098,0.65409,0.93063,0,0.61125,0.00564,0.0126
4.67038,0.61681,0.78284,0,0,0.01544,0.02843
5.38555,0.7631,0.70251,0,0,-0.00098,0.05222
5.07537,0.64951,0.73557,0,0,-0.00315,-0.00121
4.77806,0.62596,0.77179,0,0,0.02414,0.025
4.32061,0.54736,0.82083,0,0,0.03053,-0.00111
3.65833,0.47896,0.87486,0,0,-0.00559,-0.03147
4.73781,0.5804,0.76933,0,0,-0.03833,-0.02307
3.13353,0.55855,0.90551,0,0,-0.00586,0.01769
5.48076,0.79306,0.69103,0,0,-0.01129,0.06191
4.41576,0.56314,0.80906,0,0,0.00652,0.00353
4.38355,0.57274,0.80898,0,0,-0.02647,0.01302
5.2245,0.67277,0.71924,0,0,-0.00416,-0.00624
4.55574,0.61147,0.79141,0,0,-0.02177,0.03297
3.02458,0.64624,0.914,0,0,0.0404,0.0113
4.97672,0.66385,0.74602,0,0,-0.00714,0.029
4.68795,0.59032,0.7804,0,0,0.01083,-0.00046
5.15268,0.64729,0.73459,0,0,0.06499,-0.00448
5.51404,0.75011,0.69203,0,0,0.03144,0.02096
5.0096,0.61609,0.74511,0,0,0.01737,-0.01928
4.65908,0.58395,0.78566,0,0,0.02916,-0.00076
3.57105,0.49296,0.8813,0,0,0.00089,-0.01617
3.71849,0.50779,0.87082,0,0,-0.00127,-0.00382
4.87839,0.69701,0.75771,0,0,-7e-04,0.07858
4.57971,0.57423,0.79285,0,0,0.01571,-0.0025
5.44839,0.74944,0.69173,0,0,-0.03706,0.01998
5.3542,0.64987,0.70337,0,0,-0.02396,-0.05962
4.39723,0.50814,0.80942,0,0,-0.00843,-0.05098
4.04999,0.53217,0.84306,0,0,0.00307,0.00322
3.38223,0.50753,0.89384,0,0,0.01696,-0.00629
3.34679,0.49866,0.89379,0,0,-0.01933,-0.01512
5.24111,0.66503,0.7224,0,0,0.04131,-0.00789
4.05729,0.52243,0.84359,0,0,0.01642,-0.00592
4.03848,0.5219,0.84336,0,0,-0.00503,-0.00666
5.19931,0.73851,0.72426,0,0,0.0166,0.06933
4.63185,0.5901,0.78456,0,0,-0.00804,0.00414
4.55985,0.50923,0.79417,0,0,0.00793,-0.06587
4.69889,0.5941,0.7738,0,0,-0.03703,-0.00432
4.61617,0.57383,0.78522,0,0,-0.0177,-0.01137
3.89322,0.50584,0.85515,0,0,-0.01218,-0.01361
3.51666,0.5118,0.88559,0,0,0.01292,0.00259
3.56305,0.49052,0.88123,0,0,-0.0082,-0.0186
5.28171,0.68479,0.71181,0,0,-0.0169,-0.00768
5.44052,0.67586,0.70145,0,0,0.04447,-0.03759
5.42166,0.69093,0.70007,0,0,0.01235,-0.02496
3.90537,0.51238,0.85449,0,0,-0.0075,-0.00779
3.33247,0.51596,0.89509,0,0,-0.01049,0.00106
5.00764,0.73546,0.7397,0,0,-0.03311,0.09098
3.71647,0.52006,0.87212,0,0,0.01439,0.00869
4.93823,0.66672,0.75106,0,0,-0.00066,0.03943
4.02045,0.51586,0.84548,0,0,0.00145,-0.01098
3.94261,0.53798,0.85025,0,0,-0.02051,0.01511
4.8879,0.57716,0.7568,0,0,0.00088,-0.04266
5.37471,0.71541,0.70379,0,0,0.00062,0.00666
4.68345,0.57675,0.78023,0,0,0.00483,-0.01416
4.45307,0.52987,0.80434,0,0,-0.0027,-0.03419
4.23191,0.53859,0.8263,0,0,-0.00084,-0.00506
5.43944,0.62873,0.70065,0,0,0.03575,-0.08619
4.65223,0.59614,0.78069,0,0,-0.02219,0.0056
4.69238,0.53544,0.77845,0,0,-0.00221,-0.05748
5.47515,0.79158,0.69406,0,0,0.01103,0.06577
5.4517,0.71798,0.69581,0,0,0.0037,-0.0052
3.65764,0.52113,0.87466,0,0,-0.00925,0.0109
4.52103,0.58542,0.79557,0,0,-0.01836,0.01206
4.81725,0.59078,0.76719,0,0,0.02219,-0.01509
3.75941,0.51725,0.8682,0,0,0.00459,0.00465
3.52004,0.51547,0.88449,0,0,-0.00118,0.00659
4.91193,0.59632,0.75726,0,0,0.02893,-0.02278
4.11194,0.54007,0.83628,0,0,-0.01268,0.00559
3.7205,0.53394,0.86985,0,0,-0.01235,0.02169
0.32269,0.80091,0.92768,0,0,0.00779,0.00548
3.24539,0.5308,0.89867,0,0,-0.03053,0.01048
4.67466,0.56852,0.77965,0,0,-0.00922,-0.02297
5.41546,0.76075,0.69787,0,0,-0.01371,0.04074
4.14477,0.56536,0.83541,0,0,0.01069,0.0303
4.14929,0.50998,0.83253,0,0,-0.01623,-0.02772
3.48707,0.50045,0.88608,0,0,-0.0086,-0.00915
3.05891,0.57982,0.90927,0,0,-0.00654,0.0145
4.18479,0.55025,0.83154,0,0,0.00829,0.01151
5.14258,0.66635,0.72874,0,0,0.00194,0.00348
5.3867,0.64697,0.70095,0,0,-0.01398,-0.06745
3.66108,0.4793,0.87513,0,0,0.00087,-0.031
4.2342,0.53162,0.82712,0,0,0.01036,-0.0114
5.24685,0.63699,0.71529,0,0,-0.01844,-0.0496
5.38015,0.75942,0.70455,0,0,0.01349,0.0525
3.08288,0.56216,0.90821,0,0,-0.00351,0.00656
5.45458,0.72308,0.6941,0,0,-0.00924,-0.00264
4.98776,0.61622,0.74467,0,0,-0.00828,-0.02015
4.86397,0.66358,0.76258,0,0,0.0282,0.05093
3.52396,0.50561,0.88479,0,0,0.00745,-0.00329
3.17489,0.50422,0.90443,0,0,0.01276,-0.0309
5.21744,0.61846,0.72365,0,0,0.02914,-0.05144
4.70916,0.59613,0.78468,0,0,0.07028,0.0103
5.36114,0.7563,0.7009,0,0,-0.04003,0.04179
4.85597,0.57234,0.76006,0,0,-0.00274,-0.04276
4.84604,0.59204,0.75708,0,0,-0.03852,-0.02734
4.28469,0.51273,0.82633,0,0,0.05227,-0.03089
3.87077,0.50726,0.85705,0,0,-0.01262,-0.01114
3.65653,0.50287,0.87423,0,0,-0.01661,-0.00696
4.16597,0.53914,0.83383,0,0,0.01474,0.00207
3.047,0.58181,0.9118,0,0,0.02245,-0.01444
5.32386,0.75622,0.70748,0,0,-0.01542,0.05516
3.94274,0.48764,0.84914,0,0,-0.03312,-0.03648
4.73192,0.5813,0.77054,0,0,-0.03342,-0.021
5.21408,0.63574,0.72174,0,0,0.00869,-0.03861
3.13842,0.5253,0.90554,0,0,-0.00032,-0.01576
5.45245,0.64194,0.70132,0,0,0.05531,-0.07181
4.83856,0.63756,0.76229,0,0,0.00022,0.02461
5.04924,0.64995,0.7367,0,0,-0.01935,0.00173
4.84367,0.56894,0.76221,0,0,0.00459,-0.04409
4.14298,0.50765,0.83609,0,0,0.0163,-0.02696
3.99289,0.50654,0.84712,0,0,-0.0072,-0.01896
3.59594,0.50541,0.87857,0,0,-0.01475,-0.00368
4.11535,0.5386,0.83743,0,0,0.00394,0.00469
4.69114,0.5772,0.78299,0,0,0.03751,-0.01097
2.03431,0.72017,0.92273,0,0,0.00162,-0.00193
2.15209,0.70683,0.92213,0,0,0.00499,-0.01366
4.98248,0.64919,0.74641,0,0,0.00218,0.01471
4.26903,0.51628,0.82245,0,0,-0.00439,-0.03059
5.02745,0.63207,0.74011,0,0,-0.00953,-0.01195
4.37657,0.58536,0.81336,0,0,0.00986,0.03007
5.06165,0.65206,0.74138,0,0,0.0358,0.01055
4.5949,0.62087,0.79202,0,0,0.02314,0.04312
5.11694,0.71957,0.7319,0,0,0.00458,0.06304
4.69351,0.59199,0.7804,0,0,0.01639,0.00122
3.51164,0.51716,0.88509,0,0,-0.00021,0.00825
4.68846,0.62082,0.77759,0,0,-0.01377,0.02687
-0.12208,0.59656,0.93214,0,0.58679,-0.00542,0.00079
3.6906,0.49314,0.87248,0,0,-0.00639,-0.01815
5.34793,0.736,0.71061,0,0,0.03804,0.04151
3.19632,0.51933,0.90315,0,0,0.00858,-0.0115
5.01754,0.63584,0.74559,0,0,0.02966,0.00082
4.69695,0.64122,0.77255,0,0,-0.05007,0.04107
3.78158,0.51426,0.86648,0,0,0.00421,0.00122
3.79926,0.52967,0.86642,0,0,0.02112,0.01653
4.53206,0.59349,0.79365,0,0,-0.02452,0.01775
4.95841,0.60712,0.75243,0,0,0.03219,-0.01841
5.04638,0.65381,0.74004,0,0,0.00877,0.00962
5.28665,0.65352,0.71749,0,0,0.04125,-0.02819
5.14168,0.63709,0.73219,0,0,0.03195,-0.01873
4.98557,0.58154,0.74909,0,0,0.02915,-0.04849
5.48393,0.76429,0.69236,0,0,0.00449,0.03542
5.23882,0.67947,0.723,0,0,0.04446,0.00798
4.80683,0.59378,0.76574,0,0,-0.00092,-0.01469
4.3682,0.55876,0.81308,0,0,-0.00126,0.00322
4.30225,0.53301,0.82068,0,0,0.01064,-0.01568
4.87817,0.65153,0.75661,0,0,-0.01055,0.03141
5.04828,0.68733,0.74177,0,0,0.02611,0.04618
5.08085,0.62762,0.73451,0,0,-0.00754,-0.02432
4.78875,0.61879,0.76496,0,0,-0.02588,0.00897
5.13143,0.63514,0.72849,0,0,-0.01149,-0.02803
3.8023,0.49794,0.86572,0,0,0.01564,-0.01624
5.46611,0.74009,0.69423,0,0,0.00343,0.0147
4.7111,0.62274,0.77605,0,0,-0.00485,0.02718
3.804,0.51261,0.86401,0,0,-0.00319,-0.0023
